epoch,loss
1,0.8640413576158984
2,0.8469179309647659
3,0.845455500997346
4,0.8455032648711369
5,0.8432367871547567
6,0.8460775835760709
7,0.8462698048558729
8,0.8433247204484611
9,0.8441280069022343
10,0.8431210065710133
11,0.8431972322792842
12,0.842658662384954
13,0.8417995247347602
14,0.8434762444989434
15,0.8436600750890272
16,0.8425672083065427
17,0.8440361125715847
18,0.8419791645017164
19,0.8416813517438955
20,0.8413992121301849
21,0.841778458397964
22,0.8409428662267224
23,0.8421887812943294
24,0.8417420658571967
25,0.8414145699862776
26,0.8418140427819614
27,0.8408965945243836
28,0.8424961295621148
29,0.8434135157486488
30,0.8412438725603038
31,0.8405655667699616
32,0.8417648977246778
33,0.8431913125103918
34,0.8406932699269262
35,0.8415296147609579
36,0.8419479144030604
37,0.8419480985608594
38,0.8425863701721718
39,0.8414396335338724
40,0.8409430865583749
41,0.8401110850531479
42,0.8409178807817657
43,0.8419049336992461
44,0.8406943892610484
45,0.8408622873240503
46,0.8401915521457277
47,0.8420023445425362
48,0.8405182706898656
49,0.8398104975963461
50,0.8435182702952417
51,0.8422856223994288
52,0.8408925796377248
53,0.8403565616443239
54,0.8403383518087453
55,0.841323590689692
56,0.8408959154424996
57,0.8415741719048598
58,0.8411266047379066
59,0.8424159678919562
60,0.8406374721691526
61,0.8405305262269644
62,0.84180257443724
63,0.8406630429728278
64,0.840303779881576
65,0.8421922391858594
66,0.8421018185286686
67,0.8418075553302107
68,0.840901988950269
69,0.8398065184724742
70,0.8417338326059539
71,0.8417271889489273
72,0.840064172498111
73,0.8416538707141219
74,0.8408275612469377
75,0.8409168666806714
76,0.8419623703792177
77,0.8411579876110471
78,0.8403144137612705
79,0.8399844292936653
80,0.8400929109803561
81,0.8427094665066949
82,0.8399669392355558
83,0.8418881182012887
84,0.8395591994811749
85,0.8402041681881609
86,0.8430239714425186
87,0.8414984518084033
88,0.8427075492924657
89,0.8398943576319464
90,0.841632317674571
91,0.8403803541742522
92,0.8407037443128126
93,0.8419665714790081
94,0.8416027825454185
95,0.8388759345843875
96,0.8410443174427953
97,0.8391180926355822
98,0.8411303010480157
99,0.8413238533611955
100,0.8395433586219262
101,0.8400280631821732
102,0.8387975725634345
103,0.8410056874669831
104,0.841294998958193
105,0.8395841199776222
106,0.8419562228794756
107,0.8406999156392854
108,0.8401761548272495
109,0.8405706557734259
110,0.8395638881058528
111,0.8415522871346309
112,0.8402092584248246
113,0.8435651643522855
114,0.8408191249288361
115,0.8425708770751953
116,0.8397637071280644
117,0.8401376748907154
118,0.8409465082760514
119,0.840837350796009
120,0.8405404543054515
121,0.84211777941934
122,0.8412782701952705
123,0.839806762234918
124,0.8406839999659308
125,0.8389835386440672
126,0.8403155108978009
127,0.8410402972122718
128,0.8412964331692663
129,0.8393503332960195
130,0.8396065744860419
131,0.841925599657256
132,0.8393106937408448
133,0.8402295844308261
134,0.8401892349637788
135,0.8391363801627324
136,0.8404574492882038
137,0.8400201686497393
138,0.8404476268538114
139,0.8401186219577131
140,0.8404667418578575
141,0.8396453779319237
142,0.8417831741530319
143,0.840691051400941
144,0.8400107211080091
145,0.8401024136049994
146,0.8401598753600285
147,0.8398447986306815
148,0.8402197599411011
149,0.8402647717245694
150,0.8411629849466784
