epoch,loss
1,1.2502423483749916
2,1.1706348452074775
3,1.1492935073786767
4,1.1394191774828681
5,1.1292690926584703
6,1.1225773038535283
7,1.1185849395291558
8,1.1152711375006314
9,1.1125267670072359
10,1.1090957649822892
11,1.1064041746073756
12,1.1061475482480279
13,1.104725719320363
14,1.1031728169013715
15,1.1007735046847114
16,1.1001322820268828
17,1.10013561166566
18,1.0982662916183472
19,1.098796982600771
20,1.0969499727775311
21,1.0992197558797638
22,1.0975716163372171
23,1.0960775934416673
24,1.0966487621438914
25,1.0967169613673768
26,1.095443662281694
27,1.0960263383799587
28,1.0961314850840076
29,1.0948210765575541
30,1.0953850968130703
31,1.0947486581473516
32,1.0949482309407201
33,1.0954842600329169
34,1.094270791678593
35,1.0942056836753056
36,1.0944415639186729
37,1.0965412863369646
38,1.0944684275265397
39,1.0957900396708784
40,1.0948941625397781
41,1.0951086126524827
42,1.0951477988012905
43,1.0944895612782446
44,1.094443964136058
45,1.0944912154099038
46,1.0949146435178558
47,1.09529056343539
48,1.0943950990150715
49,1.0938912103916036
50,1.0942696283603537
51,1.0950786282276286
52,1.0938968642004605
53,1.0947718081803157
54,1.0943738661963365
55,1.0954625672307508
56,1.0938872345562638
57,1.0942403152071196
58,1.0951010465621949
59,1.0956931928108478
60,1.0947610086408155
61,1.0968980032822182
62,1.0942704677581787
63,1.0940634053328941
64,1.0947388796970763
65,1.093790370842506
66,1.0945337825808032
67,1.0949883970721015
68,1.0953079975884537
69,1.094753820731722
70,1.0934673239444863
71,1.0942265025500593
72,1.0948163476483574
73,1.094935338250522
74,1.0947624810810748
75,1.0956996301124835
76,1.0952896973182416
77,1.0934682850180002
78,1.0951338562472113
79,1.0947067532046089
80,1.0949637947411373
81,1.0935144366889165
82,1.094140620889335
83,1.095007481246159
84,1.0937986636983936
85,1.095212537666847
86,1.0938842822765482
87,1.0949017927564424
88,1.094123860885357
89,1.0951900251980486
90,1.0956424408945544
91,1.094407659563525
92,1.093954325544423
93,1.0942555772847142
94,1.0956775821488478
95,1.0953181168128705
96,1.0946393333632372
97,1.093733160249118
98,1.093942537801019
99,1.0948656250690592
100,1.0943897539171679
101,1.0946398899472993
102,1.0949982495143495
103,1.0940131179217634
104,1.0947272810442694
105,1.0943231409993666
106,1.0943354055799286
107,1.093352044861892
108,1.0943218058553235
109,1.0935873709875963
110,1.0934414131888028
111,1.0944539119457377
112,1.0950226635768496
113,1.0940108340362023
114,1.09393876009974
115,1.0934133768081664
116,1.0936745544959758
117,1.0937101964292855
118,1.0932126069891042
119,1.0933017475851652
120,1.0945849130893577
121,1.0947662287744981
122,1.0945688354557959
123,1.094872104710546
124,1.09585851307573
125,1.0950688403228233
126,1.093774102474081
127,1.094474953618543
128,1.0947940686653401
129,1.0943804601143146
130,1.0943228709286656
131,1.095450025591357
132,1.0933111610083746
133,1.0951538032498853
134,1.094191787160676
135,1.094356487948319
136,1.0938708995950632
137,1.094584609722269
138,1.0951717491807609
139,1.0945629621374195
140,1.0948564710288213
141,1.0937385419319416
142,1.0945478817512249
143,1.0947866513811308
144,1.0937636038352703
145,1.0941237951147145
146,1.0949822068214417
147,1.093981299729183
148,1.093471467083898
149,1.0947846466097337
150,1.0947221903965392
151,1.0946506360481525
152,1.094870876443797
153,1.0946276159122073
154,1.095268728815276
155,1.0951844905984813
156,1.0945236189612026
157,1.0931829690933228
158,1.093834065568858
