epoch,loss
1,1.1356400974865617
2,1.10304731952733
3,1.1002368030876948
4,1.0984213467301993
5,1.0966808286206475
6,1.096994005400559
7,1.0957407770485714
8,1.0954565303079014
9,1.0941586724643049
10,1.0935687163780476
11,1.093062046889601
12,1.0939877797817361
13,1.0931288982259817
14,1.092373697511081
15,1.0924206314415768
16,1.0908154339625917
17,1.0920616470534226
18,1.0926267295048155
19,1.091614007949829
20,1.090855097770691
21,1.0904204870092458
22,1.0933121525008103
23,1.090774927879202
24,1.0904887137741879
25,1.0902892227830558
26,1.0904932753793124
27,1.089452727909746
28,1.09027842036609
29,1.0910846936291663
30,1.0895031538502924
31,1.091280896499239
32,1.089631033354792
33,1.0892848282024779
34,1.0902946118650765
35,1.0900470614433289
36,1.0899203711542589
37,1.0907566329528546
38,1.0896367179936377
39,1.088617490077841
40,1.0898011515880452
41,1.0901109358360028
42,1.0894121745537066
43,1.0894432692692197
44,1.0893750392157455
45,1.0901352865942593
46,1.0900937725757731
47,1.0894925018836712
48,1.0902430090410955
49,1.0881872949929072
50,1.0878357496754876
51,1.0891122180840065
52,1.0892765250699274
53,1.0891176791026675
54,1.089596048716841
55,1.0879950539819125
56,1.0892334189908257
57,1.0882854613764532
58,1.090404360047702
59,1.0887457822931224
60,1.088081264084783
61,1.0893401655657537
62,1.0891718671239656
63,1.0889164825965618
64,1.0881997548300644
65,1.0883155909077875
66,1.0878001023983133
67,1.0888549780023509
68,1.0892259215486462
69,1.0885390183021282
70,1.0886761574909605
71,1.0874389611441513
72,1.087004622097673
73,1.0890260416885902
74,1.0879020448388725
75,1.0877282187856476
76,1.0871518036414838
77,1.0882216211023001
78,1.08756446591739
79,1.0897433461814092
80,1.0884662920031054
81,1.0891155900626348
82,1.0877372174427427
83,1.0876809831323295
84,1.0882519088942428
85,1.0874521711776997
86,1.0887278902119604
87,1.0887889882613873
88,1.088288412834036
89,1.0867724476189449
90,1.08733803239362
91,1.0878280631427106
92,1.0891703058933389
93,1.0894926383577543
94,1.0876336895186325
95,1.0877998290390805
96,1.0883560583509249
97,1.0871366085677312
98,1.0874150547487982
99,1.0884705954584581
100,1.0876717542779857
101,1.0874737731341657
102,1.0877718539073549
103,1.0876302061409786
104,1.0871118422212271
105,1.087797563240446
106,1.0874328292649367
107,1.0891529531314454
108,1.0877494524265159
109,1.0887700763241999
110,1.0884501958715505
111,1.0869713577730902
112,1.0862228759403887
113,1.0882891901608172
114,1.0884081844625801
115,1.0881357916470231
116,1.0869815624993422
117,1.0862634013439048
118,1.0873335312152732
119,1.087866987442148
120,1.0882340562754664
121,1.0872695635105
122,1.087703774715292
123,1.0891578592103104
124,1.089061818451717
125,1.0872290191979244
126,1.0869028042102682
127,1.0866053416811188
128,1.0877115216748467
129,1.0876381175271397
130,1.0879516256266626
131,1.086618660236227
132,1.0869331154330024
133,1.086503268932474
134,1.088573105170809
135,1.0883274727854235
136,1.0871876026022023
137,1.0866850729646353
138,1.0862506887008403
139,1.0876412317670625
140,1.0877817910293053
141,1.0869739380376093
142,1.0872310831628997
143,1.0880264364439867
144,1.0873619605754983
145,1.086885206041665
146,1.0874125719070435
147,1.0883218868025417
148,1.0882821391368735
149,1.0870557558947596
150,1.088321933253058
151,1.0872735319466427
152,1.0868074795295453
153,1.0874366702704594
154,1.0864393875516694
155,1.08765306390565
156,1.0869191210845421
157,1.087322971738618
158,1.0872216989254129
159,1.0876888410798435
160,1.0870598205204667
161,1.0863138383832471
162,1.0877250539845433
