fips,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,area_sqmi,pop_density,year,dem,repub,other
36115,63088,32716,30372,1460,31485.0,44.0,28991.0,2450.0,48327.0,22347.0,6817.0,61947.0,1141.0,24603,1500.0,1550.0,2753.0,18800.0,14162,27914,6547,3478,7256,34390,7707,3232,1856,2168,15787,12928,5675,2801,3368,1538,59643,30031,29612,1938,1842,96,1507,843,664,831.184,75.9013648000924,2008,12741,12533,442
28097,10198,4769,5429,135,4334.0,3.0,3886.0,445.0,33667.0,22913.0,2748.0,10119.0,79.0,4619,655.0,459.0,593.0,2912.0,2185,3987,1327,756,1530,4837,1504,554,489,487,1941,1691,1205,566,564,374,5398,2545,2853,4428,2001,2427,372,223,149,407.887,25.002022619009676,2016,2115,2818,63
26131,6976,3627,3349,76,3177.0,4.0,2828.0,345.0,35269.0,21448.0,885.0,6911.0,65.0,3410,337.0,309.0,550.0,2214.0,1061,3663,825,539,588,4357,919,123,186,279,1190,1916,1251,256,401,262,6785,3526,3259,25,25,0,166,76,90,1311.225,5.320215828709794,2008,1966,1823,96
37031,67851,33309,34542,2622,34318.0,901.0,29727.0,3690.0,47179.0,27975.0,10115.0,65363.0,2488.0,29352,2071.0,1868.0,3267.0,22146.0,13498,30194,9528,4246,6517,36100,12545,2558,1823,2136,13806,13790,8504,4005,5339,3201,60283,29561,30722,4190,2125,2065,3378,1623,1755,1340.587,50.612903153618525,2012,10301,24775,441
17077,53176,26334,26842,2490,25626.0,38.0,23523.0,2065.0,44847.0,29687.0,11449.0,50161.0,3015.0,23133,2413.0,1824.0,3005.0,15891.0,20208,16729,5749,2293,3081,26462,13774,1434,756,891,15180,6712,4570,7067,3645,3062,39415,19990,19425,7721,3459,4262,6040,2885,3155,602.221,88.29981020256683,2020,11181,10890,572
5065,13559,7018,6541,302,5135.0,5.0,4654.0,476.0,40218.0,20501.0,2156.0,13307.0,252.0,5049,409.0,385.0,705.0,3550.0,2485,6236,1702,1085,1734,7942,1422,509,533,692,2817,2881,2244,450,528,444,12835,6586,6249,254,254,0,470,178,292,584.014,23.216909183683953,2016,1113,4042,293
42029,536474,266330,270144,40883,294852.0,225.0,282948.0,11679.0,118574.0,60599.0,31170.0,484636.0,51838.0,200622,4631.0,3315.0,7668.0,185008.0,132711,246146,39341,21245,24761,176083,216125,12148,7011,5602,75305,56348,44430,91387,83719,41019,431632,213994,217638,29302,14502,14800,75540,37834,37706,759.196,706.6343869040405,2020,182372,128565,3565
53033,2163257,1082940,1080317,206735,1233848.0,1856.0,1176560.0,55432.0,89418.0,49298.0,203702.0,1676436.0,486821.0,865627,39569.0,23100.0,45900.0,757058.0,617077,899290,200311,71983,129243,758346,830290,64588,38214,26441,376699,250307,131340,444651,268811,116828,1404974,706361,698613,136054,70145,65909,622229,306434,315795,2307.451,937.5093988994782,2016,718322,216339,63838
5143,247331,124636,122695,42812,126489.0,86.0,120991.0,5412.0,61985.0,34531.0,36258.0,219126.0,28205.0,93781,5268.0,3650.0,8196.0,76667.0,73212,92912,23711,8884,23410,109421,55924,10991,8092,4327,64779,27819,16823,31079,16261,8584,174159,87253,86906,8570,4687,3883,64602,32696,31906,952.256,259.73162678943476,2020,43824,47504,2938
12121,43881,22980,20901,4547,18193.0,0.0,17198.0,995.0,49729.0,24991.0,5999.0,41979.0,1902.0,15453,1153.0,730.0,1629.0,11941.0,11103,16918,5800,2624,5438,24011,5115,2063,1943,1432,9981,7652,6378,1806,1838,1471,34243,17445,16798,4966,2845,2121,4672,2690,1982,692.253,63.388674371942045,2020,4485,16410,162
29083,22373,10822,11551,368,10694.0,68.0,9690.0,936.0,35706.0,20304.0,3610.0,22040.0,333.0,9459,1032.0,751.0,1442.0,6234.0,3513,10470,2733,1505,3005,11908,2454,1030,966,1009,4799,4314,2795,873,1028,553,21611,10535,11076,117,36,81,645,251,394,696.947,32.10143669461236,2008,4869,6095,195
13115,96146,46493,49653,9460,44215.0,103.0,38760.0,5352.0,41046.0,20863.0,19704.0,90094.0,6052.0,34794,3526.0,2533.0,4601.0,24134.0,22021,37814,11970,5321,15961,44789,12439,7206,4857,3898,21562,15166,8061,5377,4804,2258,74782,35866,38916,13985,6838,7147,7379,3789,3590,518.463,185.44428435587497,2012,9640,22733,456
29197,4066,2011,2055,52,1644.0,0.0,1606.0,38.0,53728.0,22625.0,414.0,4028.0,38.0,1264,37.0,79.0,148.0,1000.0,863,1627,403,276,260,2390,363,127,58,75,938,827,625,140,144,79,3879,1963,1916,16,16,0,171,32,139,308.159,13.194487261446202,2020,373,1606,24
17025,13338,6586,6752,196,6448.0,0.0,6093.0,355.0,48691.0,25821.0,2100.0,13208.0,130.0,5638,332.0,358.0,749.0,4199.0,2534,5698,1967,687,1131,7733,1501,316,355,460,2902,2916,1915,740,504,257,13025,6421,6604,61,23,38,252,142,110,469.59,28.40350092634,2016,1020,5021,309
1073,672265,319713,352552,27950,329543.0,617.0,311193.0,17733.0,63595.0,38224.0,103894.0,645907.0,26358.0,265794,17422.0,13325.0,22919.0,212128.0,194980,232715,80744,36790,47575,301242,171102,21248,13973,12354,139109,96401,65732,84266,55171,31665,338374,164770,173604,287203,132074,155129,46688,22869,23819,1124.144,598.0239186438748,2020,181688,138843,5317
19059,16877,8425,8452,242,9296.0,13.0,8812.0,471.0,56086.0,32869.0,1135.0,16707.0,170.0,7831,334.0,344.0,1068.0,6085.0,2677,8899,1478,1092,778,9577,3256,245,128,405,3210,3707,2660,1052,1351,853,16461,8174,8287,23,22,1,393,229,164,403.96,41.77888899891079,2012,4095,5912,152
51059,1117072,552607,564465,178922,640889.0,10532.0,597975.0,32382.0,112102.0,51137.0,66251.0,783975.0,333097.0,391794,10619.0,5040.0,13044.0,363091.0,270304,502196,85162,35365,75177,303909,469116,40973,21283,12921,158349,101286,44274,218426,188865,61825,705991,353045,352946,104083,50697,53386,306998,148865,158133,406.141,2750.453660182055,2012,315273,206773,7241
32029,3941,1963,1978,203,1767.0,28.0,1664.0,75.0,62284.0,35887.0,312.0,3847.0,94.0,1598,0.0,96.0,110.0,1392.0,675,1845,606,290,179,2257,908,39,63,77,643,893,721,265,265,378,3519,1765,1754,32,26,6,390,172,218,263.642,14.948301105286715,2016,752,1616,190
16075,23041,11470,11571,3963,10435.0,0.0,9859.0,576.0,50289.0,25002.0,3074.0,21481.0,1560.0,8768,489.0,424.0,940.0,6915.0,4091,10329,2453,1014,2597,12061,2167,1076,874,647,4948,4243,2870,866,821,480,20919,10378,10541,78,0,78,2044,1092,952,410.32,56.15373367128095,2016,1507,6489,708
16041,12497,6365,6132,756,5535.0,0.0,5176.0,359.0,45682.0,17967.0,1705.0,12145.0,352.0,4080,193.0,204.0,529.0,3154.0,1693,6037,684,378,793,5943,1337,363,277,153,2877,1895,1171,554,516,267,11808,5968,5840,33,16,17,656,381,275,663.645,18.830850831393292,2008,600,4246,227
27015,25211,12653,12558,1076,13927.0,1.0,13652.0,274.0,57728.0,30373.0,1878.0,24718.0,493.0,10731,343.0,530.0,1100.0,8758.0,5382,11641,2154,1424,1467,14340,3861,376,320,771,5625,5006,3709,1745,1445,671,24139,12094,12045,186,170,16,886,389,497,618.241,40.77859604911353,2016,3763,8708,1308
13001,18441,9309,9132,1898,7660.0,10.0,7394.0,256.0,43268.0,23940.0,4577.0,17280.0,1161.0,6890,710.0,373.0,1019.0,4788.0,3466,8528,1870,847,2952,9624,1318,898,1179,875,4481,3062,2081,585,457,276,13032,6584,6448,3349,1676,1673,2060,1049,1011,512.259,35.999367507452284,2020,1779,6526,36
47087,11615,5826,5789,234,4707.0,0.0,4335.0,372.0,36703.0,20276.0,2241.0,11512.0,103.0,4543,424.0,371.0,811.0,2937.0,2391,4706,1798,1007,1898,6776,804,418,644,836,2788,2529,1459,218,389,197,11137,5566,5571,82,48,34,396,212,184,319.523,36.351060800005,2016,1129,3236,101
17125,13778,6838,6940,147,6699.0,11.0,6162.0,526.0,45596.0,27111.0,2080.0,13684.0,94.0,6027,306.0,363.0,774.0,4584.0,2743,6053,1613,1071,1195,8128,1600,328,299,568,2955,3109,2064,690,550,360,13386,6575,6811,130,121,9,262,142,120,563.461,24.452446575716863,2016,2014,4058,414
31007,720,361,359,37,399.0,0.0,392.0,7.0,34063.0,22042.0,116.0,693.0,27.0,320,22.0,19.0,96.0,183.0,77,415,13,72,29,384,124,0,12,17,133,160,91,27,86,11,683,333,350,0,0,0,37,28,9,746.114,0.9649999865972224,2008,62,348,6
21121,31857,15504,16353,317,11172.0,0.0,9350.0,1822.0,25523.0,15013.0,10495.0,31588.0,269.0,12524,2247.0,1457.0,2466.0,6354.0,6507,12442,4182,2440,7178,14795,2224,2161,2725,2292,7500,4871,2424,1021,859,344,31003,15059,15944,501,307,194,353,138,215,387.746,82.15945490088873,2012,2484,8467,149
31107,8415,4225,4190,286,4207.0,2.0,4034.0,171.0,61250.0,31269.0,983.0,8308.0,107.0,3269,155.0,184.0,246.0,2684.0,1766,3739,727,514,545,4711,1124,162,146,237,1628,1561,1522,456,337,331,7197,3575,3622,59,47,12,1159,603,556,1139.717,7.383411846976047,2020,905,3721,71
36109,102962,50823,52139,5156,52688.0,0.0,50250.0,2438.0,58743.0,31464.0,17500.0,89456.0,13506.0,39326,3934.0,1926.0,3144.0,30322.0,44776,33969,7989,3603,3914,47306,36380,1653,1332,929,30480,10344,6482,19251,10979,6150,82924,40483,42441,4272,2195,2077,15766,8145,7621,491.556,209.4613838504667,2016,28890,10371,3417
17055,39774,19602,20172,553,17334.0,9.0,15316.0,2009.0,37333.0,20591.0,7632.0,39482.0,292.0,16243,1776.0,969.0,2499.0,10999.0,7674,16243,5500,3039,4369,22792,3665,1628,1073,1668,9234,8442,5116,1609,1345,711,38859,19058,19801,103,67,36,812,477,335,431.442,92.18852128443685,2012,7254,10267,393
48339,427717,212039,215678,82895,215653.0,227.0,202290.0,13136.0,65620.0,31959.0,45961.0,375817.0,51900.0,150546,6435.0,5240.0,13297.0,125574.0,77482,194451,39786,16927,46554,178109,83571,25420,13254,7880,90691,62474,24944,36830,37159,9582,371543,184879,186664,17796,8562,9234,38378,18598,19780,1041.735,410.58138586108754,2008,36703,119884,1260
39021,40140,19946,20194,522,20286.0,33.0,18643.0,1610.0,49246.0,23438.0,5100.0,39624.0,516.0,15161,953.0,907.0,1646.0,11655.0,7219,17774,4671,2062,3695,22021,4212,1337,950,1408,10357,8148,3516,1697,1832,683,38154,18877,19277,764,450,314,1222,619,603,428.669,93.63868159349056,2008,7385,11141,361
21199,64145,31517,32628,1592,27508.0,0.0,25191.0,2317.0,37921.0,22342.0,14859.0,62745.0,1400.0,25663,3211.0,2154.0,3793.0,16505.0,12519,26116,9497,4194,8717,34038,7099,2352,3147,3218,14985,12008,7045,2898,2754,1447,61682,30127,31555,653,462,191,1810,928,882,677.151,94.7277638222494,2016,4208,22902,931
51085,99172,48620,50552,2047,53876.0,78.0,51754.0,2044.0,76425.0,34201.0,4151.0,96103.0,3069.0,36114,954.0,1074.0,1934.0,32152.0,18076,48611,7861,4064,6692,44495,22523,2054,1749,2889,19356,17842,7297,10639,9919,1965,86460,42532,43928,9040,4311,4729,3672,1777,1895,468.536,211.6635648061195,2008,18447,37344,457
18159,15688,7803,7885,388,7780.0,4.0,7267.0,509.0,53340.0,26350.0,1459.0,15428.0,260.0,6479,296.0,257.0,588.0,5338.0,2580,7645,1651,1010,1625,8618,1970,496,536,593,3423,3325,1870,782,731,457,15289,7617,7672,43,24,19,356,162,194,260.566,60.20739467159952,2012,2432,4773,160
20073,6156,3106,3050,233,2982.0,23.0,2866.0,93.0,42595.0,27639.0,738.0,6101.0,55.0,2758,151.0,175.0,358.0,2074.0,968,2880,861,366,390,3550,901,94,179,117,1170,1255,1125,283,339,279,5861,2959,2902,19,15,4,276,132,144,1152.621,5.340870936760652,2016,485,2160,195
28019,8680,3990,4690,2,3802.0,10.0,3392.0,400.0,30994.0,16545.0,1830.0,8647.0,33.0,3593,439.0,257.0,698.0,2199.0,1572,3828,1046,637,1318,4605,667,381,441,496,1888,1855,862,324,183,160,5869,2848,3021,2775,1129,1646,36,13,23,418.177,20.75676089311464,2008,1459,2624,22
31095,7708,3732,3976,157,4257.0,0.0,3973.0,284.0,42665.0,21976.0,958.0,7694.0,14.0,3279,317.0,199.0,492.0,2271.0,1266,3753,706,609,726,4477,826,234,127,365,1539,1661,1277,287,459,80,7573,3679,3894,0,0,0,135,53,82,570.185,13.51841946035059,2008,1520,2103,74
29199,4831,2306,2525,34,2411.0,0.0,2313.0,98.0,39722.0,19895.0,919.0,4808.0,23.0,1980,230.0,198.0,247.0,1305.0,601,2399,334,351,683,2248,568,372,68,243,775,876,597,188,337,43,4799,2288,2511,0,0,0,32,18,14,436.671,11.063248990658872,2008,793,1249,56
1015,117149,56312,60837,3555,54183.0,154.0,47720.0,6309.0,38407.0,20574.0,22203.0,114181.0,2968.0,46421,5872.0,3650.0,6323.0,30576.0,25085,46851,14954,7936,18958,58183,13033,7586,5397,5975,29085,20726,8372,5716,5167,2150,88451,42992,45459,23928,10943,12985,4770,2377,2393,605.868,193.35729894960616,2008,16334,32348,560
29011,12634,6323,6311,186,5987.0,9.0,5638.0,340.0,39573.0,19117.0,1962.0,12536.0,98.0,4984,462.0,387.0,592.0,3543.0,1575,6370,1093,812,1604,6562,1111,614,393,597,2830,2302,1430,403,576,132,12008,5943,6065,27,11,16,599,369,230,591.921,21.344064495093093,2008,1455,4414,79
26057,41534,22438,19096,2747,18019.0,3.0,17131.0,885.0,57934.0,28123.0,5007.0,40977.0,557.0,14705,524.0,689.0,1378.0,12114.0,11987,16066,4810,2171,2979,24997,5553,1614,732,633,11539,7981,5477,2642,1769,1142,36783,18897,17886,2353,2212,141,2398,1329,1069,571.609,72.66155711334146,2020,6693,12102,332
12129,31015,17272,13743,1108,14217.0,65.0,12915.0,1237.0,53143.0,21738.0,3668.0,30311.0,704.0,10905,717.0,412.0,1318.0,8458.0,7126,12726,4246,1436,3405,17227,3775,1706,908,791,8398,6437,2392,1501,1803,471,25417,13522,11895,4652,3142,1510,946,608,338,735.723,42.1558113583509,2012,5175,9290,195
21149,9635,4753,4882,104,4506.0,0.0,4226.0,280.0,39115.0,21071.0,1496.0,9608.0,27.0,3736,358.0,223.0,616.0,2539.0,1742,4247,1131,582,1655,4957,682,457,471,727,2313,1888,756,338,278,66,9466,4677,4789,63,33,30,106,43,63,252.474,38.1623454296284,2008,1963,2386,73
17027,37395,19417,17978,963,18916.0,69.0,17802.0,1045.0,55278.0,25392.0,2715.0,36865.0,530.0,13999,473.0,866.0,1289.0,11371.0,8256,16631,3410,2174,4316,19702,4897,1629,892,1795,9554,7142,3006,2339,1855,703,35215,17760,17455,1371,1253,118,809,404,405,474.085,78.87826022759631,2008,7657,9357,300
48431,1160,597,563,322,521.0,0.0,521.0,0.0,41548.0,20640.0,242.0,1031.0,129.0,446,56.0,56.0,36.0,298.0,193,530,101,99,189,508,178,45,74,70,224,198,86,64,92,22,1055,547,508,0,0,0,105,50,55,923.451,1.2561576087957025,2008,97,520,2
39123,40367,20275,20092,2158,19724.0,17.0,19043.0,664.0,69515.0,44479.0,3481.0,39882.0,485.0,17995,595.0,532.0,1289.0,15579.0,7663,18993,4766,3105,2569,22218,8384,875,755,939,7021,8162,7035,2936,2899,2549,37585,18809,18776,399,232,167,2383,1234,1149,585.074,68.99469126982228,2020,9008,14628,371
47159,19092,9408,9684,466,8495.0,16.0,7844.0,635.0,43988.0,21354.0,2984.0,18914.0,178.0,7387,698.0,537.0,849.0,5303.0,3127,9118,1892,1178,2736,10271,1501,739,1024,973,4700,4047,1524,652,535,314,18198,8985,9213,383,179,204,511,244,267,325.371,58.67763261015887,2012,2470,4495,122
48281,19677,9749,9928,3342,9445.0,313.0,8365.0,767.0,46378.0,22943.0,2741.0,18269.0,1408.0,7031,451.0,336.0,831.0,5413.0,3052,9110,2176,1263,2775,9515,2373,1086,788,901,4307,3521,1687,886,1155,332,17376,8519,8857,795,465,330,1506,765,741,712.84,27.603669827731327,2008,1903,5651,80
45067,33568,15459,18109,783,15028.0,0.0,13162.0,1866.0,30629.0,16653.0,8271.0,32829.0,739.0,12234,1808.0,1316.0,2090.0,7020.0,9472,10264,4301,2794,5595,16623,3052,1829,1710,2056,8073,6480,2070,1148,1312,592,14043,6713,7330,18962,8323,10639,563,423,140,489.227,68.6143651106746,2008,9608,5416,150
31035,6088,3093,2995,570,3196.0,12.0,3115.0,69.0,73933.0,36425.0,520.0,5891.0,197.0,2475,86.0,74.0,240.0,2075.0,958,3013,513,336,350,3276,947,169,109,72,1202,1154,920,416,287,244,5584,2849,2735,23,15,8,481,229,252,573.536,10.614852424259333,2020,632,2848,78
13265,1635,734,901,98,698.0,2.0,668.0,28.0,45881.0,24766.0,308.0,1596.0,39.0,643,34.0,63.0,27.0,519.0,646,466,145,159,225,1022,149,93,28,104,392,331,299,60,35,54,599,310,289,822,362,460,214,62,152,195.346,8.369764418007023,2020,561,360,7
13193,14232,7806,6426,216,5445.0,4.0,4482.0,959.0,29295.0,13546.0,3716.0,13853.0,379.0,4655,889.0,527.0,638.0,2601.0,5160,4162,1623,877,3545,6833,886,1722,887,936,3151,2858,824,314,386,186,4835,2616,2219,8865,4818,4047,532,372,160,405.99,35.055050617010274,2012,3211,1545,25
27053,1235478,610530,624948,85264,717917.0,282.0,687713.0,29922.0,74113.0,43976.0,133772.0,1061498.0,173980.0,503476,25331.0,18129.0,36171.0,423845.0,371451,477084,113221,42994,70686,446994,444467,37589,20139,12958,215812,145908,85274,229032,149507,65928,897497,441804,455693,161230,80276,80954,176751,88450,88301,606.569,2036.8301050663651,2016,429288,191770,58919
1007,22653,12220,10433,455,8934.0,5.0,7954.0,975.0,37984.0,18110.0,3596.0,22354.0,299.0,7078,533.0,448.0,1270.0,4827.0,5376,9019,2875,1507,4024,12087,1639,1754,1091,1179,5652,4608,1827,817,619,203,17379,8900,8479,4797,2960,1837,477,360,117,626.166,36.177307614913616,2012,2202,6132,86
48291,74922,36836,38086,12364,32133.0,29.0,29201.0,2903.0,45929.0,18807.0,10560.0,69849.0,5073.0,24034,1931.0,1515.0,3060.0,17528.0,15532,30202,9472,3795,14750,36219,4439,7005,4753,2992,18660,13104,4455,1934,1861,644,58995,29189,29806,8623,4010,4613,7304,3637,3667,1158.417,64.67619173406469,2008,5991,15448,187
47073,56402,27582,28820,841,23676.0,6.0,22014.0,1656.0,40335.0,23801.0,10543.0,55784.0,618.0,23330,2112.0,1575.0,3690.0,15953.0,10446,24123,8322,4091,7115,31727,5994,1761,2583,2771,12930,11961,6836,2255,2085,1654,54125,26541,27584,794,339,455,1483,702,781,499.609,112.89228176433971,2016,3507,16648,619
13005,11138,5525,5613,968,4455.0,13.0,4253.0,189.0,43938.0,24654.0,2278.0,10759.0,379.0,3909,352.0,267.0,449.0,2841.0,2596,3951,1572,677,1357,6117,816,847,331,179,2564,2087,1466,266,308,242,8229,3990,4239,1679,818,861,1230,717,513,285.821,38.96844528568579,2020,625,4018,25
46003,2729,1395,1334,148,1400.0,3.0,1377.0,20.0,47024.0,24074.0,198.0,2626.0,103.0,1098,51.0,32.0,178.0,837.0,408,1394,208,125,252,1391,371,92,54,106,474,553,364,170,137,64,2568,1305,1263,37,25,12,124,65,59,712.746,3.82885347655406,2012,556,804,40
15001,189382,94864,94518,22769,89633.0,132.0,81197.0,8304.0,51213.0,24395.0,35848.0,168169.0,21213.0,64586,6628.0,3409.0,7507.0,47042.0,50283,72888,20441,10526,13989,98028,35016,5934,3486,4569,44267,35761,18000,10573,16588,7855,62903,32720,30183,1372,934,438,125107,61210,63897,5086.15,37.23484364401365,2012,47224,14753,1477
46087,5714,2954,2760,253,3005.0,6.0,2937.0,62.0,74873.0,34242.0,464.0,5655.0,59.0,2218,74.0,31.0,136.0,1977.0,1031,2634,451,251,312,2729,1077,134,65,113,1038,1044,647,534,273,270,5443,2782,2661,15,12,3,256,160,96,576.865,9.90526379655552,2020,769,2068,63
1005,27699,14652,13047,1273,10966.0,6.0,9909.0,1051.0,33219.0,15875.0,6203.0,26921.0,778.0,9795,1695.0,964.0,1370.0,5766.0,7085,9780,4022,1711,6148,12747,2574,2690,1916,1542,6586,4445,1716,902,1124,548,13759,7336,6423,12911,6719,6192,1029,597,432,884.876,31.302690998512787,2008,5697,5866,67
37049,100001,49735,50266,5739,49077.0,6217.0,38796.0,4064.0,44599.0,24591.0,15224.0,95314.0,4687.0,40202,3598.0,2273.0,4946.0,29385.0,20090,44372,10951,4996,9886,52452,14142,4704,2418,2764,26169,17635,8648,5407,5230,3505,69475,34954,34521,22368,10685,11683,8158,4096,4062,708.958,141.0534897694927,2008,19352,24901,345
39083,61063,29889,31174,817,30105.0,14.0,27763.0,2328.0,48953.0,23926.0,8950.0,60124.0,939.0,22642,1508.0,1431.0,2547.0,17156.0,13426,26127,5784,3791,6080,31961,8622,2801,1569,1710,14799,11397,5765,3189,3469,1964,58985,28889,30096,530,303,227,1548,697,851,529.642,115.29108341105878,2012,10470,17266,652
47089,55017,27186,27831,2128,26749.0,19.0,25277.0,1453.0,60393.0,31947.0,5920.0,53838.0,1179.0,20813,504.0,794.0,2061.0,17454.0,11558,25207,6611,3174,5096,30810,8613,1256,2022,1818,12910,10721,7179,3086,3387,2140,51100,25114,25986,926,507,419,2991,1565,1426,314.315,175.03778057044684,2020,4654,18651,311
48247,5211,2909,2302,4808,2411.0,25.0,2036.0,350.0,40000.0,17163.0,618.0,4555.0,656.0,1738,308.0,23.0,268.0,1139.0,1292,2218,381,278,1036,2486,377,362,458,216,1528,481,477,161,71,145,4152,2277,1875,1,1,0,1058,631,427,1136.138,4.586590713452063,2008,1336,472,7
21029,82482,41383,41099,2139,43184.0,90.0,41100.0,1994.0,73900.0,34362.0,8667.0,80456.0,2026.0,31068,1045.0,1018.0,2199.0,26806.0,16985,37796,9324,4005,7049,47010,10734,1858,2415,2776,20240,17341,9429,5726,3583,1425,76665,38250,38415,1006,656,350,4811,2477,2334,300.263,274.6991803851957,2020,10551,30708,705
38051,2529,1259,1270,66,1305.0,7.0,1291.0,7.0,64375.0,37236.0,329.0,2428.0,101.0,1193,58.0,83.0,126.0,926.0,454,1246,150,300,275,1461,332,41,42,192,432,529,500,160,84,88,2353,1181,1172,16,3,13,160,75,85,994.557,2.542840681831207,2020,261,1153,41
12123,22000,11668,10332,511,10007.0,0.0,8693.0,1314.0,37408.0,18649.0,3893.0,21534.0,466.0,7724,866.0,530.0,1300.0,5028.0,4950,9148,2862,1223,4096,11494,1830,1760,1179,1157,5521,4268,1705,682,679,469,16660,8721,7939,4670,2624,2046,670,323,347,1043.305,21.08683462649944,2008,2803,6457,106
46055,1886,910,976,24,1017.0,0.0,1000.0,17.0,46281.0,25877.0,211.0,1870.0,16.0,769,44.0,48.0,65.0,612.0,189,1011,151,228,177,1048,291,12,23,142,320,472,256,106,111,74,1783,859,924,8,8,0,95,43,52,1810.534,1.0416816254210084,2008,187,939,15
28031,19557,9541,10016,289,8494.0,60.0,7873.0,561.0,32456.0,17713.0,4974.0,19464.0,93.0,7257,1076.0,591.0,1240.0,4350.0,4185,7949,1833,1303,3030,9231,2066,1179,890,961,4486,3271,1474,921,725,420,12348,6128,6220,6742,3138,3604,467,275,192,413.792,47.262876034336095,2008,3852,5523,48
51113,13828,6764,7064,475,6906.0,17.0,6634.0,255.0,74586.0,35772.0,1083.0,13320.0,508.0,5324,154.0,204.0,428.0,4538.0,2794,6360,1584,784,1492,6958,2610,367,573,552,2568,2536,1854,962,837,811,11849,5830,6019,1087,461,626,892,473,419,321.875,42.960776699029125,2020,2698,5300,135
27171,127386,64133,63253,3368,71058.0,64.0,67021.0,3973.0,73085.0,30292.0,7950.0,123943.0,3443.0,45064,1466.0,1276.0,2709.0,39613.0,24437,57916,9647,3951,6067,60930,23095,2490,1634,1943,29046,22976,8908,13373,7393,2329,120515,60484,60031,1330,921,409,5541,2728,2813,714.265,178.34557202158862,2012,25741,40466,1609
27065,16004,8133,7871,248,8115.0,2.0,7742.0,371.0,53300.0,27331.0,1690.0,15835.0,169.0,6449,255.0,421.0,600.0,5173.0,3336,7315,1635,867,1289,9516,1730,448,359,482,3476,3708,2332,656,728,346,15412,7818,7594,56,36,20,536,279,257,533.681,29.98795160404811,2016,2327,5230,620
48137,2029,1035,994,1085,976.0,0.0,901.0,75.0,40163.0,31109.0,496.0,1861.0,168.0,858,104.0,104.0,108.0,542.0,464,766,269,167,484,804,313,140,212,132,385,236,183,111,119,83,1924,963,961,0,0,0,105,72,33,2117.858,0.9580434571156328,2008,346,673,16
31081,9160,4540,4620,165,5020.0,0.0,4767.0,253.0,50702.0,23240.0,817.0,9076.0,84.0,3464,213.0,153.0,406.0,2692.0,1380,4594,803,454,460,4942,1357,180,125,155,1883,1976,1083,518,559,280,9055,4493,4562,12,8,4,93,39,54,542.878,16.873035930724765,2008,1332,3389,78
48435,3345,1651,1694,2496,1501.0,0.0,1430.0,71.0,56778.0,22836.0,551.0,2943.0,402.0,1068,92.0,18.0,73.0,885.0,454,1393,364,100,511,1447,303,242,71,198,844,427,176,197,38,68,1590,813,777,5,4,1,1750,834,916,1454.422,2.2998827025443784,2020,322,1222,13
27009,41300,20822,20478,1268,23323.0,53.0,22406.0,864.0,70346.0,35885.0,3780.0,39540.0,1760.0,16312,577.0,349.0,992.0,14394.0,10973,15887,4171,1461,2825,20948,6966,1405,810,610,9879,6960,4109,4038,2018,910,36349,18324,18025,2274,1241,1033,2677,1257,1420,413.039,99.99055779236345,2020,7280,14382,598
25023,512135,249126,263009,19476,280026.0,184.0,264683.0,15159.0,85654.0,41343.0,38264.0,464334.0,47801.0,186306,7436.0,6425.0,11606.0,160839.0,133917,215362,46666,25291,30307,231997,137308,11347,9528,9432,94077,86814,51106,53300,56828,27180,427155,207256,219899,48168,24182,23986,36812,17688,19124,1093.282,468.43815227910096,2016,135513,115369,15981
1059,31542,15602,15940,5333,13691.0,2.0,12849.0,840.0,40459.0,19776.0,6299.0,28623.0,2919.0,11210,835.0,690.0,1865.0,7820.0,6673,12356,3829,2252,5339,15533,2864,2466,1432,1441,7118,5323,3092,1305,992,567,26467,12965,13502,1388,646,742,3687,1991,1696,646.519,48.78742929442136,2016,2197,9466,377
5011,10948,5214,5734,1654,4577.0,0.0,4209.0,368.0,39510.0,22411.0,2513.0,10215.0,733.0,4537,472.0,405.0,546.0,3114.0,2305,4484,1293,679,1449,5737,1164,560,417,472,2583,2025,1129,345,406,413,7158,3448,3710,3176,1408,1768,614,358,256,652.914,16.767905114609274,2016,1317,2164,172
55061,20642,10413,10229,410,11113.0,22.0,10597.0,494.0,54152.0,24574.0,1678.0,20258.0,384.0,8274,456.0,525.0,850.0,6443.0,3739,10223,1541,1092,1713,11981,2010,546,380,787,5134,4648,2199,808,854,348,20095,10201,9894,24,10,14,523,202,321,342.518,60.26544590357295,2008,5902,4711,174
20199,1489,774,715,101,730.0,0.0,714.0,16.0,57708.0,34406.0,228.0,1449.0,40.0,663,42.0,13.0,45.0,563.0,245,692,128,120,82,785,273,40,12,30,229,255,301,133,101,39,1362,677,685,10,9,1,117,88,29,913.702,1.6296341695651315,2020,44,770,11
