fips,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,area_sqmi,pop_density,year,dem,repub,other
5007,258980,128399,130581,42577,128941.0,100.0,125343.0,3498.0,64141.0,32624.0,25356.0,229609.0,29371.0,94333,3427.0,3658.0,7793.0,79455.0,49428,118103,23202,10260,22685,110253,56754,10938,7389,4358,54809,34354,21090,30039,18238,8477,227609,112043,115566,4359,2402,1957,27012,13954,13058,883.902,292.996282393297,2016,28005,60871,7948
19045,47218,23126,24092,1443,23715.0,10.0,22653.0,1052.0,50156.0,27942.0,5680.0,46392.0,826.0,19689,1076.0,1055.0,2347.0,15211.0,10434,19435,5494,2954,3439,26544,6461,1309,1024,1106,10171,9818,6555,2698,2422,1341,44275,21726,22549,1262,709,553,1681,691,990,710.172,66.48811837132413,2016,10095,11276,1696
49009,612,359,253,20,260.0,0.0,257.0,3.0,81250.0,27698.0,23.0,595.0,17.0,145,6.0,4.0,10.0,125.0,135,296,60,14,28,405,52,12,16,0,152,176,77,14,15,23,585,333,252,1,0,1,26,26,0,720.624,0.8492639712249384,2016,77,331,66
26031,25709,13072,12637,419,11243.0,58.0,10380.0,805.0,59557.0,32679.0,3029.0,25181.0,528.0,10650,468.0,483.0,994.0,8705.0,5398,12133,3329,1622,2319,14728,4617,901,787,631,4684,5413,4631,1151,1490,1976,23474,11858,11616,205,183,22,2030,1031,999,885.394,29.036790400657782,2020,5437,10186,245
48449,31301,15601,15700,14077,13924.0,0.0,13364.0,560.0,57634.0,25058.0,5674.0,25191.0,6110.0,10802,686.0,485.0,1079.0,8552.0,7332,12663,2682,1272,4936,14180,3184,1921,1918,1097,7209,4384,2587,1357,986,841,19000,9281,9719,3005,1532,1473,9296,4788,4508,425.641,73.53849840593364,2020,2856,7570,115
13221,14784,7396,7388,647,7037.0,22.0,6684.0,331.0,44927.0,23027.0,2216.0,14520.0,264.0,5621,423.0,382.0,728.0,4088.0,2847,6383,1817,1137,2524,7221,1867,1165,647,712,2852,2861,1508,776,641,450,11610,5802,5808,2623,1226,1397,551,368,183,442.036,33.44523975422816,2016,1831,4625,218
29037,108205,53087,55118,5264,57088.0,64.0,54445.0,2579.0,82473.0,38766.0,7440.0,106819.0,1386.0,41524,893.0,1082.0,2525.0,37024.0,22027,48378,11136,5711,5202,56014,21346,2065,1624,1513,24070,18945,12999,9077,8207,4062,94004,46126,47878,4765,2491,2274,9436,4470,4966,702.389,154.05281119151925,2020,19052,37197,1159
40053,4579,2283,2296,146,2326.0,3.0,2175.0,148.0,42043.0,22204.0,471.0,4522.0,57.0,1885,127.0,127.0,256.0,1375.0,827,2280,361,307,411,2445,685,169,94,148,884,875,686,206,341,138,4328,2146,2182,0,0,0,251,137,114,1000.871,4.575015161794077,2008,514,1836,0
51678,7346,4285,3061,373,2892.0,13.0,2808.0,71.0,93651.0,29117.0,696.0,7008.0,338.0,1991,130.0,124.0,137.0,1600.0,4469,1743,466,284,213,4435,2172,104,28,81,3393,504,538,1174,542,456,6136,3583,2553,380,205,175,830,497,333,2.525,2909.3069306930693,2020,1791,906,67
36111,181598,90391,91207,16841,95498.0,153.0,85667.0,9678.0,58592.0,30868.0,21385.0,168187.0,13411.0,69388,3972.0,3642.0,7175.0,54599.0,51232,71851,19638,10748,16133,90087,40475,6084,5375,4674,39881,33356,16850,15547,17219,7709,158254,77629,80625,10381,6000,4381,12963,6762,6201,1160.755,156.44817381790298,2012,43837,25572,8906
47063,61857,30195,31662,6104,29845.0,17.0,26771.0,3057.0,39807.0,21162.0,10761.0,57288.0,4569.0,24451,2334.0,1959.0,3561.0,16597.0,10776,27670,7444,3860,10351,30163,6686,3717,3156,3478,14788,10479,4896,2791,2790,1105,56889,27595,29294,2448,1122,1326,2520,1478,1042,161.179,383.77828377145903,2008,6807,15508,354
26091,98474,49815,48659,7784,46810.0,71.0,44374.0,2365.0,53972.0,26958.0,11411.0,96387.0,2087.0,38222,1816.0,1536.0,4197.0,30673.0,24789,40410,11111,5013,7486,55191,14669,3185,2025,2276,23072,19844,12275,5926,5787,2956,91413,45447,45966,2640,2043,597,4421,2325,2096,761.405,129.33195868164773,2016,16750,26430,2759
8057,1389,750,639,257,796.0,0.0,786.0,10.0,45606.0,25818.0,203.0,1288.0,101.0,644,60.0,39.0,67.0,478.0,173,708,178,77,171,751,185,98,35,38,219,358,174,44,68,73,1283,696,587,1,1,0,105,53,52,1620.96,0.8568996150429375,2012,216,600,32
48401,54159,28785,25374,8299,23344.0,5.0,21927.0,1412.0,46924.0,22084.0,8345.0,50485.0,3674.0,17794,1176.0,1171.0,2531.0,12916.0,12038,21207,7217,3383,8047,28749,5046,4018,2469,1560,13299,10236,5214,1965,1981,1100,42962,22433,20529,9646,5519,4127,1551,833,718,938.402,57.714071368134334,2012,4451,13924,171
17189,14841,7399,7442,162,8124.0,0.0,7709.0,415.0,51440.0,24846.0,1343.0,14772.0,69.0,6057,288.0,342.0,685.0,4742.0,2991,7239,1060,904,1579,8033,1906,294,409,876,3484,3128,1421,998,698,210,14528,7245,7283,106,56,50,207,98,109,562.572,26.38062328022013,2008,3342,4473,117
30003,12663,6456,6207,491,5928.0,0.0,4904.0,1024.0,36550.0,15066.0,2896.0,12578.0,85.0,3584,495.0,276.0,445.0,2368.0,3384,3890,1237,668,1526,5982,942,828,367,331,3023,2191,768,224,515,203,4123,2181,1942,0,0,0,8540,4275,4265,4995.462,2.5349006758534043,2008,3516,1628,75
19073,9232,4482,4750,227,4718.0,8.0,4386.0,324.0,47255.0,27140.0,1211.0,9099.0,133.0,3849,241.0,315.0,357.0,2936.0,1435,4511,894,658,729,5230,1157,309,199,221,1897,1872,1461,274,638,245,9052,4398,4654,4,4,0,176,80,96,571.212,16.16212544554386,2012,2375,2380,91
19117,8597,4318,4279,153,4193.0,9.0,3981.0,203.0,50206.0,28900.0,1001.0,8334.0,263.0,3642,186.0,199.0,470.0,2787.0,1532,3889,994,547,515,5021,1038,179,139,197,1837,1823,1361,308,477,253,8522,4276,4246,14,13,1,61,29,32,434.406,19.79024230788709,2016,1239,2877,238
23003,67237,33504,33733,991,30493.0,21.0,28719.0,1753.0,50843.0,31001.0,9755.0,64498.0,2739.0,29237,1649.0,2390.0,3229.0,21969.0,14771,28935,8140,5225,5335,38431,11079,1405,1381,2549,12818,14030,11583,4113,4251,2715,63058,31443,31615,510,290,220,3669,1771,1898,6827.376,9.848146637888409,2020,13956,21080,1174
13287,7962,3843,4119,131,3324.0,0.0,3120.0,204.0,38341.0,18787.0,2677.0,7883.0,79.0,3023,556.0,298.0,230.0,1939.0,1895,3086,873,494,1126,4214,687,554,307,265,1945,1290,979,179,316,192,4371,2158,2213,3423,1604,1819,168,81,87,289.979,27.457160690946587,2016,1246,2095,57
48357,9924,4994,4930,5571,4956.0,0.0,4880.0,76.0,62240.0,30836.0,1200.0,6835.0,3089.0,3684,148.0,121.0,271.0,3144.0,2055,4058,952,411,1488,4216,1215,613,705,170,2487,1075,654,573,405,237,7261,3699,3562,82,56,26,2581,1239,1342,918.195,10.808161665005798,2020,302,2812,42
48031,11608,5853,5755,2322,5726.0,0.0,5502.0,224.0,79717.0,46356.0,1122.0,10801.0,807.0,4836,179.0,240.0,318.0,4099.0,2096,6122,1132,585,1036,5687,2830,453,410,173,1787,2238,1662,794,1049,987,9384,4759,4625,23,12,11,2201,1082,1119,713.424,16.270829128260335,2020,1911,5443,87
47081,24354,12799,11555,489,10458.0,9.0,9394.0,1055.0,38032.0,18147.0,4281.0,24119.0,235.0,8812,886.0,704.0,1249.0,5973.0,4932,10224,3416,1421,4631,12341,1957,1668,1591,1372,5999,4485,1857,709,882,366,22479,11510,10969,1152,942,210,723,347,376,612.625,39.75351968985921,2012,2698,4758,146
29167,31549,15435,16114,757,14881.0,23.0,14135.0,723.0,44892.0,22575.0,4385.0,31320.0,229.0,11557,710.0,620.0,1371.0,8856.0,7162,12858,3942,1723,3128,16715,4441,1269,969,890,7589,5357,3769,2037,1488,916,30117,14626,15491,299,201,98,1133,608,525,642.411,49.1103047737352,2016,2631,10438,694
40013,46528,22778,23750,3199,21549.0,24.0,20502.0,1023.0,54289.0,29516.0,7399.0,45362.0,1166.0,17941,960.0,909.0,2060.0,14012.0,10439,17841,6557,2567,4654,23452,7600,1998,1292,1364,11788,6874,4790,2863,2743,1994,33332,16220,17112,1010,522,488,12186,6036,6150,943.652,49.306312072670856,2020,3323,12344,309
17069,4402,2297,2105,40,1625.0,0.0,1531.0,94.0,27578.0,18515.0,943.0,4353.0,49.0,1868,267.0,216.0,361.0,1024.0,701,1810,642,392,772,2316,363,166,167,439,1029,844,443,147,143,73,4187,2141,2046,35,35,0,180,121,59,177.528,24.79608850434861,2008,892,1330,33
1133,23875,11840,12035,734,9758.0,18.0,9000.0,740.0,38504.0,21799.0,3817.0,23616.0,259.0,9403,690.0,801.0,1742.0,6170.0,4091,10416,3522,1754,4189,12322,2372,1217,1416,1556,4874,4646,2802,867,836,669,23001,11377,11624,90,65,25,784,398,386,631.866,37.78491009169666,2016,872,9228,213
27065,16084,8164,7920,253,8089.0,4.0,7174.0,911.0,46872.0,22705.0,2356.0,15961.0,123.0,6256,303.0,394.0,917.0,4642.0,3420,7224,1694,787,1653,9245,1542,501,565,587,3659,3661,1925,567,657,318,15597,7931,7666,27,13,14,460,220,240,533.68,30.137910358267128,2012,3593,4328,229
49013,20219,10312,9907,1661,8690.0,0.0,8117.0,573.0,63919.0,23945.0,2630.0,19579.0,640.0,6644,358.0,317.0,521.0,5448.0,3260,9000,1429,685,1792,9809,1721,1006,504,282,5280,2888,1641,749,655,317,18129,9194,8935,91,75,16,1999,1043,956,3250.309,6.220639329983703,2016,500,5508,934
46069,1331,666,665,9,681.0,0.0,668.0,13.0,54891.0,31692.0,186.0,1318.0,13.0,598,49.0,22.0,39.0,488.0,263,660,89,93,87,742,224,39,19,29,197,280,265,71,101,52,1132,550,582,16,16,0,183,100,83,866.147,1.53669065412684,2016,125,543,22
16053,22580,11403,11177,7369,10290.0,10.0,9419.0,861.0,40718.0,17474.0,3921.0,18659.0,3921.0,7686,499.0,377.0,1162.0,5648.0,3726,10024,2025,827,4585,9160,1812,2829,1160,596,4191,3239,1730,823,663,326,20001,10033,9968,27,2,25,2552,1368,1184,602.149,37.4990243278657,2012,1699,4804,178
19145,15225,8006,7219,561,7311.0,0.0,6832.0,479.0,58264.0,32886.0,1918.0,14967.0,258.0,6137,338.0,343.0,519.0,4937.0,3385,6428,2023,1091,1017,9261,2078,520,229,268,3473,3086,2702,723,742,613,14212,7377,6835,234,175,59,779,454,325,535.466,28.43317783015168,2020,2086,5328,114
35061,76480,38490,37990,45018,32058.0,88.0,27831.0,4139.0,42012.0,19646.0,18464.0,70630.0,5850.0,26828,3020.0,1714.0,3642.0,18452.0,18110,29687,9072,3595,11105,37596,8371,5044,3626,2435,17680,13475,6441,2459,4062,1850,52853,25725,27128,901,662,239,22726,12103,10623,1068.276,71.59198559173846,2012,13511,12825,1392
19161,9778,4938,4840,379,5118.0,0.0,4955.0,163.0,68778.0,38596.0,831.0,9516.0,262.0,4210,111.0,189.0,421.0,3489.0,1805,4653,910,648,461,5583,1566,146,145,170,1989,1997,1597,572,446,548,9359,4672,4687,32,10,22,387,256,131,578.328,16.90736052897318,2020,1389,4069,77
4019,993144,488310,504834,351329,473652.0,5100.0,418055.0,50497.0,46233.0,25524.0,184229.0,866038.0,127106.0,386155,32627.0,24575.0,46820.0,282133.0,269903,367091,122661,49096,100024,465732,205418,47337,28610,24077,233150,145488,87094,75351,76654,53413,782395,383590,398805,35426,19380,16046,175323,85340,89983,9189.034,108.07926056210044,2012,201251,174779,6220
54011,95318,46739,48579,1327,41130.0,68.0,38865.0,2197.0,38321.0,24506.0,20552.0,93858.0,1460.0,39628,5103.0,3461.0,5440.0,25624.0,27274,33457,13077,5728,8710,49568,18125,2620,2533,3557,24427,15352,9789,9036,5455,3634,86443,42182,44261,4803,2507,2296,4072,2050,2022,288.015,330.9480409006475,2016,11447,19850,1788
55063,117850,57361,60489,2182,65327.0,98.0,62604.0,2625.0,55479.0,31001.0,14874.0,114411.0,3439.0,47319,2010.0,2100.0,4481.0,38728.0,36632,45824,10512,5252,4927,61842,27441,1848,1157,1922,32496,18065,11281,12908,9627,4906,107388,52221,55167,1711,935,776,8751,4205,4546,479.994,245.5239023821131,2016,32406,26389,4173
12071,772902,380685,392217,178802,348312.0,291.0,332507.0,15514.0,69368.0,41332.0,89142.0,637067.0,135835.0,311348,16559.0,9883.0,21374.0,263532.0,174352,344944,91816,52678,67246,392592,180228,29894,19295,18057,140765,123378,128449,49464,53968,76796,574580,282850,291730,62126,30814,31312,136196,67021,69175,1514.821,510.226620835069,2020,157695,233247,2957
5103,26293,12434,13859,414,11619.0,10.0,10123.0,1486.0,31259.0,18244.0,5160.0,26088.0,205.0,10714,1534.0,1148.0,1669.0,6363.0,5345,9845,3681,2341,3718,13833,2490,1145,1183,1390,6042,5348,2443,862,1055,573,15050,7328,7722,10575,4855,5720,668,251,417,732.783,35.881017982131134,2008,4346,5427,187
30051,2261,1163,1098,0,937.0,0.0,937.0,0.0,40212.0,19097.0,438.0,2205.0,56.0,816,86.0,64.0,106.0,560.0,497,1133,91,141,562,899,266,324,134,104,160,446,293,88,149,29,2232,1163,1069,25,0,25,4,0,4,1430.045,1.581069127195298,2008,367,594,40
26107,43264,21844,21420,958,20039.0,0.0,18646.0,1393.0,44460.0,23182.0,8582.0,42516.0,748.0,15858,1356.0,1144.0,1970.0,11388.0,14207,16141,4316,2039,3447,25374,6358,1561,991,895,12955,7199,5220,2488,2326,1544,40305,20210,20095,1250,690,560,1709,944,765,571.192,75.74335775010854,2016,5827,10305,1036
19019,20947,10421,10526,278,10865.0,1.0,10371.0,493.0,56393.0,28193.0,1860.0,20715.0,232.0,8298,336.0,431.0,690.0,6841.0,3588,10097,1492,1126,1422,11389,2591,613,346,463,4491,4439,2459,1300,894,397,20458,10155,10303,112,89,23,377,177,200,573.113,36.5495111784238,2012,5911,4450,174
22073,152207,72636,79571,2694,72129.0,138.0,66956.0,5035.0,39823.0,21893.0,30896.0,150068.0,2139.0,56192,6978.0,4685.0,6618.0,37911.0,40833,53171,17622,7576,18514,70160,23387,9084,4525,4905,37218,22612,10330,10568,9584,3235,93115,44775,48340,54889,25548,29341,4203,2313,1890,610.406,249.3537088429668,2008,24813,41741,690
47141,70570,34709,35861,3580,32172.0,34.0,29972.0,2166.0,35185.0,19434.0,15105.0,67402.0,3168.0,27560,3783.0,2139.0,4410.0,17228.0,17051,28994,7597,4298,9221,35691,10344,2633,3068,3520,20557,10284,4850,5028,3718,1598,66489,32743,33746,1390,645,745,2691,1321,1370,401.103,175.9398458749997,2008,9739,17101,476
1069,104352,50029,54323,3437,47797.0,152.0,44291.0,3354.0,45496.0,25990.0,18913.0,101985.0,2367.0,39253,3334.0,2559.0,4946.0,28414.0,25332,38846,13820,6311,11653,52719,15594,4708,3787,3158,23718,17817,11184,6407,5914,3273,72387,35225,37162,28078,12990,15088,3887,1814,2073,581.675,179.39914900932652,2016,10664,30728,1247
47019,57710,28260,29450,915,26281.0,43.0,23849.0,2389.0,31173.0,17601.0,13126.0,57280.0,430.0,23933,2917.0,2534.0,4336.0,14146.0,11244,25665,7698,3473,10323,29244,6308,3031,3494,3798,14090,10436,4718,2856,2378,1074,55682,27156,28526,704,420,284,1324,684,640,341.203,169.13684815197993,2008,5587,15852,330
17159,16144,7989,8155,221,7669.0,17.0,7131.0,521.0,44514.0,23996.0,2369.0,15932.0,212.0,6576,425.0,496.0,949.0,4706.0,2971,7108,1883,1156,1329,8723,2469,335,343,651,3467,3275,1981,1070,866,533,15731,7760,7971,69,39,30,344,190,154,361.895,44.60962433855124,2012,2362,4756,164
48485,131818,68325,63493,24818,64395.0,6103.0,55188.0,3104.0,46575.0,23921.0,21399.0,122907.0,8911.0,47951,4588.0,3033.0,5502.0,34828.0,36395,47538,15705,7015,12704,69109,20254,5832,4039,2833,37708,19593,11808,9092,7127,4035,103021,53037,49984,13618,7443,6175,15179,7845,7334,633.113,208.2061180231649,2016,8770,27631,1718
39117,35049,17821,17228,605,17802.0,56.0,17287.0,459.0,70412.0,32987.0,3659.0,34719.0,330.0,13222,375.0,380.0,667.0,11800.0,7236,15622,3854,2122,3298,19741,4219,1463,958,877,7505,7575,4661,1718,1621,880,33434,16898,16536,240,202,38,1375,721,654,407.22,86.06895535582731,2020,4048,14077,332
31053,36621,17800,18821,3186,19591.0,24.0,18089.0,1478.0,42849.0,22049.0,4667.0,34751.0,1870.0,14994,817.0,1190.0,2150.0,10837.0,7225,16089,3762,2352,4366,19023,4506,2184,820,1362,7539,6830,4654,2071,1810,625,34629,16779,17850,181,99,82,1811,922,889,528.706,69.26533839222554,2008,6689,8557,304
36023,49452,24044,25408,1077,24712.0,28.0,22915.0,1769.0,45338.0,22078.0,6507.0,48347.0,1105.0,17901,1433.0,1242.0,2000.0,13226.0,15345,18637,4219,2745,3992,27000,7800,1617,1040,1335,14913,8134,3953,3269,3491,1040,47035,22920,24115,656,369,287,1761,755,1006,498.76,99.14989173149412,2008,11861,9678,361
55053,20284,10711,9573,499,9957.0,11.0,9481.0,465.0,43191.0,20778.0,3097.0,19897.0,387.0,8269,745.0,575.0,1109.0,5840.0,4206,9058,2202,1051,2386,11153,2105,1097,539,750,4723,4299,2131,959,866,280,18212,9528,8684,516,418,98,1556,765,791,987.72,20.53618434374114,2008,5572,3552,127
26133,23327,11714,11613,361,9955.0,3.0,8849.0,1103.0,38899.0,18670.0,5115.0,23143.0,184.0,8847,882.0,509.0,1433.0,6023.0,4455,9808,3201,1333,2460,13155,2081,980,688,792,4984,5224,2947,779,863,439,22573,11312,11261,151,108,43,603,294,309,573.093,40.703690326002935,2012,3981,6141,156
38093,20984,10593,10391,321,11015.0,20.0,10669.0,326.0,44620.0,23307.0,2349.0,20716.0,268.0,8633,692.0,619.0,1049.0,6273.0,4878,8931,2072,1534,2241,10891,3474,438,432,1371,4917,4105,1869,1543,1591,340,20132,10073,10059,76,72,4,776,448,328,2221.724,9.444917550514823,2008,4056,5499,229
54081,76232,38188,38044,1227,31115.0,33.0,28669.0,2413.0,42296.0,24170.0,12875.0,75129.0,1103.0,31119,2405.0,2195.0,4626.0,21893.0,15376,32689,9834,5087,8329,41691,10295,2502,2388,3439,17861,14311,9519,4373,3973,1949,67185,33011,34174,5814,3443,2371,3233,1734,1499,609.344,125.10503098414031,2016,6443,22048,1127
21019,48242,24188,24054,947,20545.0,14.0,19119.0,1412.0,58327.0,30993.0,8071.0,47787.0,455.0,18533,996.0,1392.0,1901.0,14244.0,10540,18758,7437,3008,4347,26059,7455,1444,1472,1431,11189,8760,6110,2665,2712,2078,44883,22081,22802,985,764,221,2374,1343,1031,162.017,297.75887715486647,2020,7083,14295,363
21195,65309,31890,33419,494,24200.0,39.0,22286.0,1875.0,32563.0,18973.0,14163.0,64894.0,415.0,27022,3494.0,2474.0,4827.0,16227.0,10269,30513,8035,4638,14144,30970,5641,3987,5430,4727,16020,11492,3458,2872,2118,651,64098,31352,32746,161,36,125,1050,502,548,786.833,83.0023651778713,2008,9525,12655,463
53043,11036,5587,5449,428,4829.0,7.0,4565.0,257.0,68172.0,36741.0,1269.0,10810.0,226.0,4532,219.0,116.0,383.0,3814.0,1839,5620,1033,608,685,6086,1847,225,204,256,2054,2096,1936,584,672,591,10104,5181,4923,59,15,44,873,391,482,2339.648,4.716948874360587,2020,1713,5150,170
20091,610742,302382,308360,49729,347267.0,723.0,335476.0,11068.0,103644.0,56364.0,31858.0,557027.0,53715.0,241191,6083.0,4157.0,8458.0,222493.0,139130,279254,52162,21026,19332,198783,247417,10843,5260,3229,93366,61056,44361,115636,86504,45277,500746,247071,253675,29591,15159,14432,80405,40152,40253,479.922,1272.585961885473,2020,184259,155631,7324
23007,30569,14998,15571,344,15712.0,24.0,14321.0,1367.0,41665.0,22576.0,4495.0,29851.0,718.0,11975,749.0,868.0,1658.0,8700.0,7160,13083,3978,1658,2127,17188,5478,885,565,677,7143,6489,3556,1693,2490,1295,29658,14548,15110,82,63,19,829,387,442,1743.735,17.530760121234017,2012,9367,6369,546
39015,44618,22194,22424,307,20781.0,5.0,18752.0,2024.0,45887.0,20167.0,5485.0,44542.0,76.0,15997,1216.0,857.0,1923.0,12001.0,8279,19846,4975,2408,6641,23631,3196,2311,1961,2369,11126,9074,3431,1521,1329,346,43655,21667,21988,380,228,152,583,299,284,490.016,91.0541696597662,2008,7503,12192,418
51005,15159,7501,7658,246,6314.0,21.0,6060.0,233.0,52546.0,30143.0,2035.0,14999.0,160.0,6309,523.0,457.0,623.0,4706.0,3671,6115,1742,1319,1493,9054,1753,436,378,679,3162,3401,2491,566,552,635,14000,6849,7151,783,410,373,376,242,134,449.722,33.70749040518365,2020,2243,5859,101
46081,24478,12177,12301,741,13251.0,22.0,12663.0,566.0,44267.0,28120.0,3501.0,23894.0,584.0,10483,829.0,651.0,1360.0,7643.0,6038,10969,2284,1423,1409,13335,5127,578,305,526,6148,4495,2692,1792,2285,1050,22842,11307,11535,68,31,37,1568,839,729,800.31,30.58564806137622,2012,3973,7025,361
25013,462270,222050,240220,90655,226778.0,467.0,204690.0,21621.0,47724.0,24718.0,76875.0,422161.0,40109.0,177725,17587.0,12753.0,21222.0,126163.0,132422,164937,49127,26192,60095,215069,75798,25411,17406,17278,105271,72832,36966,32548,32715,10535,361504,173777,187727,39729,19014,20715,61037,29259,31778,617.14,749.05207894481,2008,121454,71350,5037
17041,19867,9796,10071,1335,10149.0,2.0,9535.0,612.0,51701.0,24330.0,2193.0,19032.0,835.0,7534,316.0,480.0,802.0,5936.0,3785,8898,1806,1137,2555,9893,2344,1274,774,507,4081,3571,2241,1004,918,422,19080,9359,9721,92,56,36,695,381,314,417.222,47.61733561509221,2012,2430,5334,133
17073,50477,25003,25474,2277,25470.0,57.0,24077.0,1336.0,49164.0,24915.0,5133.0,49470.0,1007.0,20433,1243.0,973.0,2387.0,15830.0,9261,24187,4146,2932,4751,26038,7433,1693,1257,1801,10571,9848,5619,3226,3211,996,47781,23680,24101,762,466,296,1934,857,1077,822.985,61.33404618553193,2008,13181,11263,341
49015,9898,5036,4862,677,4222.0,27.0,4043.0,152.0,67056.0,27771.0,1156.0,9644.0,254.0,3447,115.0,73.0,301.0,2958.0,1728,4696,786,419,539,5539,994,333,129,77,2313,1867,1359,416,259,319,9461,4787,4674,8,8,0,429,241,188,4471.848,2.2134026022351385,2020,572,4207,119
29135,15719,8206,7513,664,7150.0,6.0,6627.0,517.0,47386.0,19540.0,1709.0,15261.0,458.0,5487,388.0,367.0,669.0,4063.0,3059,6928,1662,797,2207,7697,1881,1032,705,470,3398,2858,1441,957,608,316,14587,7414,7173,574,492,82,558,300,258,418.869,37.52724598860264,2012,1608,4704,131
28065,11495,5543,5952,34,4659.0,0.0,4200.0,459.0,30083.0,19233.0,3059.0,11453.0,42.0,4839,899.0,386.0,882.0,2672.0,2925,3888,1897,843,2022,5965,1170,587,678,757,2604,2068,1293,343,449,378,4360,2215,2145,7036,3305,3731,99,23,76,409.136,28.095792108247625,2016,3720,2466,51
5059,33520,17418,16102,1148,14311.0,10.0,13232.0,1069.0,41262.0,21064.0,5518.0,33073.0,447.0,12377,944.0,950.0,1816.0,8667.0,6329,15101,4450,1864,3837,19027,3649,1256,1219,1362,8494,6574,3959,1361,1461,827,28346,14576,13770,4032,2308,1724,1142,534,608,622.168,53.87612349076134,2016,3149,8172,623
35007,13827,6966,6861,6374,6691.0,0.0,6186.0,505.0,39216.0,21047.0,2292.0,13308.0,519.0,5768,567.0,524.0,834.0,3843.0,2852,5733,2089,847,1793,7064,2044,721,463,609,2605,2907,1552,568,1015,461,11621,5824,5797,71,31,40,2135,1111,1024,3758.06,3.67929197511482,2008,3490,2805,89
22021,10188,5289,4899,185,4213.0,0.0,3859.0,354.0,37423.0,19888.0,2158.0,10147.0,41.0,3651,575.0,254.0,520.0,2302.0,2410,3799,1213,755,1873,5099,798,852,499,522,2631,1720,748,196,434,168,8169,4136,4033,1768,1020,748,251,133,118,529.425,19.2435189120272,2008,1118,3696,79
29065,15497,7708,7789,149,6988.0,0.0,6307.0,681.0,36118.0,18111.0,2793.0,15324.0,173.0,6124,591.0,551.0,782.0,4200.0,2267,7414,1860,1030,2964,7743,1212,951,847,1166,3271,2984,1488,436,539,237,14941,7390,7551,116,104,12,440,214,226,752.79,20.586086425165053,2008,2056,4655,157
29147,23296,11556,11740,333,12329.0,33.0,11422.0,874.0,36237.0,18329.0,5475.0,22894.0,402.0,8636,975.0,765.0,1321.0,5575.0,8790,8046,2223,925,1287,14669,3286,525,347,415,9163,3317,2189,1595,1176,515,21969,10908,11061,642,414,228,685,234,451,877.872,26.536898317750197,2012,3172,5593,211
38071,11371,5702,5669,116,6282.0,84.0,5942.0,256.0,41792.0,24130.0,1267.0,11177.0,194.0,4762,454.0,323.0,578.0,3407.0,2816,5067,678,759,1344,5853,1648,497,221,626,2484,2160,1209,647,762,239,10054,4974,5080,109,77,32,1208,651,557,1186.854,9.580790897616724,2008,2314,2361,87
47047,37458,18549,18909,838,18659.0,73.0,16664.0,1922.0,56729.0,26898.0,4761.0,36696.0,762.0,13498,1029.0,842.0,987.0,10640.0,7106,17327,3649,1854,4938,18505,4973,1558,1798,1582,8254,7255,2996,2242,2044,687,26073,13103,12970,10782,5105,5677,603,341,262,704.786,53.148047776204415,2008,6892,12173,189
30087,9335,4610,4725,370,4498.0,0.0,4047.0,451.0,50924.0,23118.0,1789.0,9174.0,161.0,3323,254.0,197.0,445.0,2427.0,1984,3857,730,475,785,4470,1355,313,210,262,1926,1825,719,592,576,187,5693,2847,2846,29,12,17,3613,1751,1862,5026.904,1.8570078123632356,2012,1422,2004,97
41005,405788,199775,206013,34659,212880.0,146.0,202784.0,9950.0,76597.0,39619.0,34195.0,373126.0,32662.0,155456,5593.0,4452.0,10288.0,135123.0,87428,183683,45403,16845,23733,185080,108094,11987,6546,5200,79887,64724,40469,41247,43435,23412,357240,176218,181022,3753,2123,1630,44795,21434,23361,1882.967,215.50457336745677,2016,102095,88392,23552
51073,36938,18183,18755,1049,19223.0,569.0,17560.0,1094.0,60980.0,29396.0,3157.0,36203.0,735.0,14074,609.0,489.0,1268.0,11708.0,7326,17892,3733,1759,2893,20075,6181,848,1018,1027,8427,7985,3663,2316,2623,1242,32333,16008,16325,3253,1525,1728,1352,650,702,287.979,128.2662971952816,2012,6764,12137,382
8081,13232,6702,6530,2188,6504.0,45.0,6110.0,349.0,63983.0,33019.0,1947.0,12508.0,724.0,5187,443.0,147.0,407.0,4190.0,2803,5253,1833,575,960,7076,1851,572,295,93,3194,2485,1397,724,602,525,11567,5947,5620,49,19,30,1616,736,880,4750.868,2.7851752563952523,2020,1203,5670,153
5023,25692,12633,13059,481,10356.0,21.0,9577.0,758.0,35753.0,20371.0,4330.0,25335.0,357.0,10755,904.0,1016.0,1818.0,7017.0,3415,13199,2761,2114,4098,13797,2624,1011,1365,1722,5603,4801,3393,643,1195,786,25025,12312,12713,144,139,5,523,182,341,553.692,46.40124834745671,2008,2951,7962,425
